origin_x,origin_y,height,aspect,slope,curvature,label
440352.195895677,4397524.271305667,20480,96.892426,3.2788348,-1.9996643,1
440352.691973184,4397523.403027425,20480,96.892426,3.2788348,-1.9996643,1
440353.188050691,4397522.534749181,20480,96.892426,3.2788348,-1.9996643,1
440353.684128198,4397521.666470938,20484,127.11686,3.319467,5.499649,1
440354.180205705,4397520.798192696,20477,108.65789,5.800717,16.000366,1
440354.676283212,4397519.929914453,20458,123.593445,5.8689933,2.499771,1
440355.17236071895,4397519.0616362095,20458,123.593445,5.8689933,2.499771,1
440355.6684382259,4397518.193357967,20446,112.724106,4.5328703,-1.7494202,1
440356.1645157329,4397517.325079724,20430,100.669785,5.0158515,-0.24986267,1
440356.6605932399,4397516.456801482,20430,100.669785,5.0158515,-0.24986267,1
440357.15667074686,4397515.588523238,20426,94.398705,4.194621,-3.0002594,1
440357.6527482539,4397514.720244995,20426,94.398705,4.194621,-3.0002594,1
440358.1488257609,4397513.851966753,20413,80.61849,4.166601,-2.4993896,1
440358.64490326785,4397512.98368851,20413,80.61849,4.166601,-2.4993896,1
440359.1409807748,4397512.115410266,20419,79.47221,4.1087403,1.7501831,1
440359.6370582818,4397511.247132024,20419,79.47221,4.1087403,1.7501831,1
440360.1331357888,4397510.378853781,20402,76.04966,5.773393,2.0004272,1
440360.62921329576,4397509.5105755385,20405,78.51102,4.4854865,0.5004883,1
440361.12529080274,4397508.642297295,20405,78.51102,4.4854865,0.5004883,1
440361.6213683098,4397507.774019052,20404,88.36343,3.7561796,-1.750946,1
440362.11744581675,4397506.90574081,20396,81.55963,5.5934663,6.7508698,1
440362.61352332373,4397506.037462567,20396,83.55047,4.137158,4.0000916,1
440363.1096008307,4397505.169184323,20396,83.55047,4.137158,4.0000916,1
440363.6056783377,4397504.300906081,20396,90.6296,3.2553866,2.7507782,1
440364.10175584466,4397503.432627838,20381,79.2157,6.101055,5.7495117,1
440364.59783335164,4397502.564349595,20381,79.2157,6.101055,5.7495117,1
440365.0939108587,4397501.696071352,20377,86.069824,4.6916356,-3.749466,1
440365.58998836565,4397500.827793109,20377,86.069824,4.6916356,-3.749466,1
440366.08606587263,4397499.959514867,20364,72.255325,5.621688,-2.5001526,1
440366.5821433796,4397499.091236624,20364,72.255325,5.621688,-2.5001526,1
440367.0782208866,4397498.22295838,20371,61.9755,5.0173697,-0.4989624,1
440367.57429839356,4397497.354680138,20371,61.9755,5.0173697,-0.4989624,1
440368.07037590054,4397496.486401895,20354,65.8858,8.182975,3.4992218,1
440368.5664534075,4397495.618123652,20371,49.000187,7.2211266,4.5009613,1
440369.06253091455,4397494.749845409,20371,49.000187,7.2211266,4.5009613,1
440369.55860842153,4397493.881567166,20391,86.87787,3.9387243,20.25032,1
440370.0546859285,4397493.013288924,20361,77.889404,8.972301,11.000061,1
440370.5507634355,4397492.145010681,20348,105.31686,5.809215,-6.2503815,1
440371.04684094246,4397491.276732437,20348,105.31686,5.809215,-6.2503815,1
440371.54291844944,4397490.408454195,20348,105.31686,5.809215,-6.2503815,1
440372.0389959564,4397489.540175952,20336,77.38068,4.905288,0.25024414,1
440372.53507346346,4397488.671897709,20336,77.38068,4.905288,0.25024414,1
440373.03115097043,4397487.803619466,20339,73.77981,4.09539,-1.0002136,1
440373.5272284774,4397486.935341223,20339,73.77981,4.09539,-1.0002136,1
440374.0233059844,4397486.0670629805,20333,82.49265,4.6491814,6.750107,1
440374.51938349137,4397485.198784738,20333,82.49265,4.6491814,6.750107,1
440375.01546099834,4397484.330506494,20327,95.559944,4.058839,-0.9994507,1
440375.5115385053,4397483.462228252,20327,95.559944,4.058839,-0.9994507,1
440376.0076160123,4397482.593950009,20312,79.077194,4.1503725,-2.2506714,1
440376.50369351933,4397481.725671766,20314,85.03026,3.3032746,-0.24986267,1
440376.9997710263,4397480.857393523,20314,85.03026,3.3032746,-0.24986267,1
440377.4958485333,4397479.98911528,20312,90.0,3.6476698,-5.250168,1
440377.99192604027,4397479.120837037,20306,89.42127,3.5408428,4.0000916,1
440378.48800354725,4397478.252558795,20303,87.563354,3.365298,-1.7498016,1
440378.9840810542,4397477.384280551,20303,87.563354,3.365298,-1.7498016,1
440379.4801585612,4397476.516002309,20303,87.563354,3.365298,-1.7498016,1
440379.9762360682,4397475.647724066,20290,84.440056,4.058839,-1.7505646,1
440380.4723135752,4397474.779445823,20290,84.440056,4.058839,-1.7505646,1
440380.9683910822,4397473.91116758,20292,78.48617,3.9406648,-0.0,1
440381.46446858917,4397473.042889337,20292,78.48617,3.9406648,-0.0,1
440381.96054609615,4397472.174611094,20284,76.0875,4.014659,3.2497406,1
440382.4566236031,4397471.306332852,20284,76.0875,4.014659,3.2497406,1
440382.9527011101,4397470.438054608,20284,76.0875,4.014659,3.2497406,1
440383.4487786171,4397469.5697763655,20286,73.30076,3.7333667,1.5003204,1
440383.9448561241,4397468.701498123,20286,73.30076,3.7333667,1.5003204,1
440384.4409336311,4397467.83321988,20273,79.35434,4.8346143,0.24986267,1
440384.93701113807,4397466.964941637,20273,79.35434,4.8346143,0.24986267,1
440385.43308864505,4397466.096663394,20276,80.537674,4.3480916,1.2493134,1
440385.929166152,4397465.228385151,20276,80.537674,4.3480916,1.2493134,1
440386.425243659,4397464.360106909,20263,79.11447,5.6701155,6.0009003,1
440386.921321166,4397463.491828665,20262,85.27201,4.7679367,1.9992828,1
440387.41739867296,4397462.6235504225,20262,85.27201,4.7679367,1.9992828,1
440387.91347618,4397461.75527218,20261,78.023865,4.8206687,-1.7498016,1
440388.409553687,4397460.886993937,20249,79.330215,5.0158515,3.7506104,1
440388.90563119395,4397460.018715694,20251,83.26399,4.5697494,2.7496338,1
440389.4017087009,4397459.150437451,20251,83.26399,4.5697494,2.7496338,1
440389.8977862079,4397458.282159208,20251,79.658356,4.9744287,0.99983215,1
440390.3938637149,4397457.413880966,20234,78.53047,5.0294976,-0.25024414,1
440390.88994122186,4397456.545602722,20234,78.53047,5.0294976,-0.25024414,1
440391.3860187289,4397455.677324479,20238,83.34557,4.3181353,2.0008087,1
440391.8820962359,4397454.809046237,20238,83.34557,4.3181353,2.0008087,1
440392.37817374285,4397453.940767994,20222,85.91438,5.0133204,0.75035095,1
440392.8742512498,4397453.072489751,20222,85.91438,5.0133204,0.75035095,1
440393.3703287568,4397452.204211508,20223,85.94645,4.549671,-0.00038146973,1
440393.8664062638,4397451.335933265,20223,85.94645,4.549671,-0.00038146973,1
440394.36248377076,4397450.467655023,20208,80.34817,5.324255,3.4999847,1
440394.85856127774,4397449.599376779,20208,82.49265,4.6491814,-0.49972534,1
440395.3546387848,4397448.731098536,20208,82.49265,4.6491814,-0.49972534,1
440395.85071629175,4397447.862820294,20210,83.467865,4.7110987,0.00076293945,1
440396.34679379873,4397446.994542051,20195,83.745964,5.244842,2.999878,1
440396.8428713057,4397446.1262638075,20193,77.137245,4.6546464,-3.7506104,1
440397.3389488127,4397445.257985565,20193,77.137245,4.6546464,-3.7506104,1
440397.83502631966,4397444.389707322,20193,77.137245,4.6546464,-3.7506104,1
440398.33110382664,4397443.52142908,20186,75.04137,4.8440633,2.2499084,1
440398.8271813336,4397442.653150836,20186,75.04137,4.8440633,2.2499084,1
440399.32325884065,4397441.784872593,20188,84.71876,4.271609,2.25029,1
440399.81933634763,4397440.916594351,20188,84.71876,4.271609,2.25029,1
440400.3154138546,4397440.048316107,20175,79.38035,4.6532807,2.249527,1
440400.8114913616,4397439.1800378645,20175,79.38035,4.6532807,2.249527,1
440401.30756886856,4397438.311759622,20177,79.40847,4.4718547,1.7505646,1
440401.80364637554,4397437.443481379,20177,79.40847,4.4718547,1.7505646,1
440402.2997238825,4397436.575203136,20159,78.23171,5.252573,0.2494812,1
440402.79580138955,4397435.706924893,20162,75.96375,4.1269875,-1.2500763,1
440403.29187889653,4397434.83864665,20162,75.96375,4.1269875,-1.2500763,1
440403.7879564035,4397433.970368408,20165,75.69972,3.7639785,-0.25024414,1
440404.2840339105,4397433.102090164,20156,80.75388,4.6699133,5.2497864,1
440404.78011141747,4397432.233811921,20155,87.55295,4.186114,2.0004272,1
440405.27618892444,4397431.365533679,20155,87.55295,4.186114,2.0004272,1
440405.7722664314,4397430.497255436,20155,87.55295,4.186114,2.0004272,1
440406.2683439384,4397429.628977193,20143,64.025604,4.6502748,0.74920654,1
440406.76442144543,4397428.76069895,20143,64.025604,4.6502748,0.74920654,1
440407.2604989524,4397427.892420707,20149,83.26399,4.5697494,-0.49934387,1
440407.7565764594,4397427.024142465,20149,83.26399,4.5697494,-0.49934387,1
440408.25265396637,4397426.155864221,20138,73.30076,2.9882152,1.5007019,1
440408.74873147334,4397425.287585978,20138,73.30076,2.9882152,1.5007019,1
440409.2448089803,4397424.419307736,20138,73.30076,2.9882152,1.5007019,1
440409.7408864873,4397423.551029493,20140,77.00539,2.8641908,-0.00076293945,1
440410.23696399434,4397422.6827512495,20131,81.50144,3.1468787,2.0000458,1
440410.7330415013,4397421.814473007,20130,84.4278,2.9477468,-1.2500763,1
440411.2291190083,4397420.946194764,20130,84.4278,2.9477468,-1.2500763,1
440411.72519651527,4397420.077916522,20132,81.15819,3.258131,0.7507324,1
440412.22127402225,4397419.209638278,20122,86.42367,3.440314,1.4995575,1
440412.7173515292,4397418.341360035,20122,91.33222,3.0775177,1.5003204,1
440413.2134290362,4397417.473081793,20122,91.33222,3.0775177,1.5003204,1
440413.7095065432,4397416.60480355,20122,91.33222,3.0775177,1.5003204,1
440414.2055840502,4397415.7365253065,20112,81.869896,2.7831626,0.7499695,1
440414.7016615572,4397414.868247064,20112,81.869896,2.7831626,0.7499695,1
440415.19773906417,4397413.999968821,20112,88.49256,2.7204456,-0.00038146973,1
440415.69381657115,4397413.131690579,20112,88.49256,2.7204456,-0.00038146973,1
440416.1898940781,4397412.263412335,20103,103.87753,3.1322334,1.9996643,1
440416.6859715851,4397411.395134092,20103,103.87753,3.1322334,1.9996643,1
440341.11112173647,4397546.572653056,20623,358.47247,5.357718,-5.7502747,2
440341.60521261307,4397545.703242793,20653,344.33185,6.0765753,6.750107,2
440342.09930348967,4397544.833832529,20653,348.4654,7.1264267,-9.250259,2
440342.59339436627,4397543.964422267,20686,328.57043,1.5104698,20.750046,2
440343.08748524287,4397543.095012004,20686,328.57043,1.5104698,20.750046,2
440343.58157611947,4397542.22560174,20682,170.04938,4.1374655,21.500778,2
440344.07566699607,4397541.356191477,20651,112.86451,9.586544,1.9992828,2
440344.56975787267,4397540.486781214,20651,112.86451,9.586544,1.9992828,2
440345.06384874927,4397539.617370951,20639,115.26082,9.070204,5.5000305,2
440345.55793962587,4397538.747960688,20639,115.26082,9.070204,5.5000305,2
440346.05203050247,4397537.878550424,20576,128.47215,10.138469,-13.250732,2
440346.54612137907,4397537.009140162,20576,128.47215,10.138469,-13.250732,2
440347.04021225567,4397536.139729898,20558,127.29251,6.76528,-5.7495117,2
440347.53430313227,4397535.270319635,20558,127.29251,6.76528,-5.7495117,2
440348.02839400887,4397534.400909372,20551,143.74617,3.9901485,-2.25029,2
440348.52248488547,4397533.531499109,20548,125.942116,3.53399,6.750107,2
440349.01657576207,4397532.662088846,20548,125.942116,3.53399,6.750107,2
440349.5106666387,4397531.7926785825,20534,119.81416,3.668241,-4.7504425,2
440350.0047575153,4397530.923268319,20528,117.38742,3.3436074,2.5001526,2
440350.4988483919,4397530.053858057,20520,126.656105,3.833115,0.99983215,2
440350.9929392685,4397529.184447793,20520,126.656105,3.833115,0.99983215,2
440351.487030145,4397528.31503753,20509,119.63838,4.7682033,-3.2505035,2
440351.9811210216,4397527.445627267,20499,141.3402,4.120193,-0.9994507,2
440352.4752118982,4397526.576217004,20499,141.3402,4.120193,-0.9994507,2
440352.9693027748,4397525.706806741,20486,133.04749,4.4501843,-3.0002594,2
440353.4633936514,4397524.837396477,20486,133.04749,4.4501843,-3.0002594,2
440353.957484528,4397523.967986214,20467,105.499275,4.413442,-4.2503357,2
440354.4515754046,4397523.0985759515,20467,105.499275,4.413442,-4.2503357,2
440354.9456662812,4397522.229165688,20477,108.65789,5.800717,16.000366,2
440355.4397571578,4397521.359755425,20477,108.65789,5.800717,16.000366,2
440355.9338480344,4397520.490345161,20477,108.65789,5.800717,16.000366,2
440356.427938911,4397519.620934899,20435,106.87627,6.6312513,1.7501831,2
440356.9220297876,4397518.751524636,20435,106.87627,6.6312513,1.7501831,2
440357.4161206642,4397517.882114372,20430,100.669785,5.0158515,-0.24986267,2
440357.9102115408,4397517.012704109,20430,100.669785,5.0158515,-0.24986267,2
440358.4043024174,4397516.143293846,20417,85.34174,4.838816,4.9999237,2
440358.898393294,4397515.273883583,20417,85.34174,4.838816,4.9999237,2
440359.3924841706,4397514.40447332,20417,85.34174,4.838816,4.9999237,2
440359.8865750472,4397513.535063056,20413,80.61849,4.166601,-2.4993896,2
440360.3806659238,4397512.665652794,20400,80.23823,6.727402,4.9999237,2
440360.8747568004,4397511.79624253,20402,76.04966,5.773393,2.0004272,2
440361.368847677,4397510.926832267,20402,76.04966,5.773393,2.0004272,2
440361.8629385536,4397510.057422004,20405,78.51102,4.4854865,0.5004883,2
440362.3570294302,4397509.188011741,20392,71.73973,7.387416,8.749771,2
440362.8511203068,4397508.318601478,20396,81.55963,5.5934663,6.7508698,2
440363.3452111834,4397507.4491912145,20396,81.55963,5.5934663,6.7508698,2
440363.83930206,4397506.579780951,20396,81.55963,5.5934663,6.7508698,2
440364.3333929366,4397505.710370689,20374,75.7189,8.075489,3.5007477,2
440364.8274838132,4397504.840960425,20374,75.7189,8.075489,3.5007477,2
440365.3215746898,4397503.971550162,20381,79.2157,6.101055,5.7495117,2
440365.8156655664,4397503.102139899,20381,79.2157,6.101055,5.7495117,2
440366.309756443,4397502.232729636,20367,77.7604,6.8920484,11.7500305,2
440366.8038473196,4397501.363319373,20367,77.7604,6.8920484,11.7500305,2
440367.2979381962,4397500.493909109,20367,77.7604,6.8920484,11.7500305,2
440367.7920290728,4397499.624498846,20364,72.255325,5.621688,-2.5001526,2
440368.2861199494,4397498.755088584,20348,71.8473,9.117512,9.749985,2
440368.780210826,4397497.88567832,20354,65.8858,8.182975,3.4992218,2
440369.2743017026,4397497.016268057,20354,65.8858,8.182975,3.4992218,2
440369.7683925792,4397496.146857793,20371,49.000187,7.2211266,4.5009613,2
440370.2624834558,4397495.277447531,20342,59.036243,12.134776,6.4998627,2
440370.7565743324,4397494.408037268,20342,59.036243,12.134776,6.4998627,2
440371.250665209,4397493.538627004,20361,77.889404,8.972301,11.000061,2
440371.7447560856,4397492.669216741,20361,77.889404,8.972301,11.000061,2
440372.23884696217,4397491.799806478,20340,74.94194,7.2661815,13.749313,2
440372.73293783877,4397490.930396215,20340,74.94194,7.2661815,13.749313,2
440373.22702871537,4397490.060985952,20336,77.38068,4.905288,0.25024414,2
440373.72111959197,4397489.191575688,20336,77.38068,4.905288,0.25024414,2
440374.21521046857,4397488.322165426,20325,67.899864,6.3510323,2.5001526,2
440374.70930134517,4397487.4527551625,20325,67.899864,6.3510323,2.5001526,2
440375.20339222177,4397486.583344899,20325,67.899864,6.3510323,2.5001526,2
440375.69748309837,4397485.713934636,20333,82.49265,4.6491814,6.750107,2
440376.19157397497,4397484.844524372,20311,73.26851,6.0722084,3.750229,2
440376.68566485157,4397483.97511411,20312,79.077194,4.1503725,-2.2506714,2
440377.17975572817,4397483.105703847,20312,79.077194,4.1503725,-2.2506714,2
440377.67384660477,4397482.236293583,20314,85.03026,3.3032746,-0.24986267,2
440378.16793748137,4397481.36688332,20306,84.897835,4.0200496,2.999878,2
440378.66202835797,4397480.497473057,20306,84.897835,4.0200496,2.999878,2
