origin_x,origin_y,height,aspect,slope,curvature,label
440379.15611923457,4397479.628062794,20306,89.42127,3.5408428,4.0000916,2
440379.65021011117,4397478.758652531,20306,89.42127,3.5408428,4.0000916,2
440380.14430098777,4397477.889242267,20293,83.56526,4.781773,5.499649,2
440380.63839186437,4397477.019832005,20293,83.56526,4.781773,5.499649,2
440381.13248274097,4397476.150421741,20290,84.440056,4.058839,-1.7505646,2
440381.62657361757,4397475.281011478,20290,84.440056,4.058839,-1.7505646,2
440382.12066449417,4397474.411601215,20277,80.665,5.2833815,3.5007477,2
440382.61475537077,4397473.542190952,20281,78.524475,4.8482566,3.2497406,2
440383.10884624737,4397472.672780689,20281,78.524475,4.8482566,3.2497406,2
440383.602937124,4397471.8033704255,20284,76.0875,4.014659,3.2497406,2
440384.0970280006,4397470.933960162,20264,76.66721,6.3406954,0.49972534,2
440384.5911188772,4397470.0645499,20274,77.05737,5.894789,7.0007324,2
440385.0852097538,4397469.195139636,20274,77.05737,5.894789,7.0007324,2
440385.5793006304,4397468.325729373,20273,79.35434,4.8346143,0.24986267,2
440386.073391507,4397467.45631911,20254,74.96674,6.4612727,1.4995575,2
440386.5674823836,4397466.586908847,20254,74.96674,6.4612727,1.4995575,2
440387.0615732602,4397465.717498584,20263,79.11447,5.6701155,6.0009003,2
440387.5556641368,4397464.84808832,20263,79.11447,5.6701155,6.0009003,2
440388.0497550134,4397463.978678057,20242,78.40782,5.683938,-0.5001068,2
440388.54384589,4397463.1092677945,20242,78.40782,5.683938,-0.5001068,2
440389.0379367666,4397462.239857531,20249,79.330215,5.0158515,3.7506104,2
440389.5320276432,4397461.370447268,20249,79.330215,5.0158515,3.7506104,2
440390.0261185198,4397460.501037004,20227,80.03165,5.9774137,-0.49972534,2
440390.5202093964,4397459.631626742,20231,80.88213,5.8549714,0.99983215,2
440391.014300273,4397458.762216479,20231,80.88213,5.8549714,0.99983215,2
440391.5083911496,4397457.892806215,20234,78.53047,5.0294976,-0.25024414,2
440392.0024820262,4397457.023395952,20217,74.67849,5.4048195,1.2500763,2
440392.4965729028,4397456.153985689,20223,83.49104,5.354642,3.9993286,2
440392.9906637793,4397455.284575426,20223,83.49104,5.354642,3.9993286,2
440393.4847546559,4397454.415165163,20223,83.49104,5.354642,3.9993286,2
440393.9788455325,4397453.545754899,20202,82.874985,5.754737,-0.49972534,2
440394.4729364091,4397452.676344637,20202,82.874985,5.754737,-0.49972534,2
440394.9670272857,4397451.806934373,20208,80.34817,5.324255,3.4999847,2
440395.4611181623,4397450.93752411,20208,80.34817,5.324255,3.4999847,2
440395.9552090389,4397450.068113847,20193,79.78913,5.837883,3.9993286,2
440396.4492999155,4397449.198703584,20193,79.78913,5.837883,3.9993286,2
440396.9433907921,4397448.329293321,20195,83.745964,5.244842,2.999878,2
440397.4374816687,4397447.4598830575,20195,83.745964,5.244842,2.999878,2
440397.9315725453,4397446.590472794,20195,83.745964,5.244842,2.999878,2
440398.4256634219,4397445.721062532,20181,73.00918,5.3761377,3.7498474,2
440398.9197542985,4397444.851652268,20181,73.00918,5.3761377,3.7498474,2
440399.4138451751,4397443.982242005,20186,75.04137,4.8440633,2.2499084,2
440399.9079360517,4397443.112831742,20186,75.04137,4.8440633,2.2499084,2
440400.4020269283,4397442.243421479,20172,78.97655,5.6004786,3.2497406,2
440400.8961178049,4397441.374011216,20172,78.97655,5.6004786,3.2497406,2
440401.3902086815,4397440.504600952,20172,78.97655,5.6004786,3.2497406,2
440401.8842995581,4397439.635190689,20175,79.38035,4.6532807,2.249527,2
440402.3783904347,4397438.765780427,20157,76.63978,5.8683467,3.5007477,2
440402.8724813113,4397437.896370163,20159,78.23171,5.252573,0.2494812,2
440403.3665721879,4397437.0269599,20159,78.23171,5.252573,0.2494812,2
440403.8606630645,4397436.157549636,20162,75.96375,4.1269875,-1.2500763,2
440404.3547539411,4397435.288139374,20151,70.05098,5.129179,4.499817,2
440404.8488448177,4397434.418729111,20151,70.05098,5.129179,4.499817,2
440405.3429356943,4397433.549318847,20156,80.75388,4.6699133,5.2497864,2
440405.8370265709,4397432.679908584,20156,80.75388,4.6699133,5.2497864,2
440406.3311174475,4397431.810498321,20137,74.59229,4.706781,-1.2504578,2
440406.8252083241,4397430.941088058,20137,74.59229,4.706781,-1.2504578,2
440407.3192992007,4397430.071677795,20143,64.025604,4.6502748,0.74920654,2
440407.8133900773,4397429.202267531,20143,64.025604,4.6502748,0.74920654,2
440408.3074809539,4397428.332857269,20134,75.42578,3.6949139,-0.5004883,2
440408.8015718305,4397427.4634470055,20134,75.42578,3.6949139,-0.5004883,2
440409.2956627071,4397426.594036742,20134,75.42578,3.6949139,-0.5004883,2
440409.7897535837,4397425.724626479,20138,73.30076,2.9882152,1.5007019,2
440410.2838444603,4397424.855216215,20128,69.6559,3.3951292,2.0000458,2
440410.7779353369,4397423.985805953,20131,81.50144,3.1468787,2.0000458,2
440411.2720262135,4397423.11639569,20131,81.50144,3.1468787,2.0000458,2
440411.7661170901,4397422.246985426,20130,84.4278,2.9477468,-1.2500763,2
440412.2602079667,4397421.377575163,20121,85.78582,3.4071379,2.0008087,2
440412.7542988433,4397420.5081649,20121,85.78582,3.4071379,2.0008087,2
440413.2483897199,4397419.638754637,20122,86.42367,3.440314,1.4995575,2
440413.74248059647,4397418.769344374,20122,86.42367,3.440314,1.4995575,2
440414.23657147307,4397417.89993411,20109,80.13419,3.3401697,-0.5004883,2
440414.73066234967,4397417.030523848,20109,80.13419,3.3401697,-0.5004883,2
440415.22475322627,4397416.161113584,20112,81.869896,2.7831626,0.7499695,2
440415.71884410287,4397415.291703321,20112,81.869896,2.7831626,0.7499695,2
440416.21293497947,4397414.422293058,20104,86.11209,3.6918063,5.249405,2
440416.70702585607,4397413.552882795,20102,88.93909,3.8622675,1.2508392,2
440341.76659176796,4397547.8590144655,20623,358.47247,5.357718,-5.7502747,3
440342.26201977837,4397546.990365465,20633,352.95422,6.3959556,6.500244,3
440342.75744778884,4397546.121716464,20653,348.4654,7.1264267,-9.250259,3
440343.25287579925,4397545.253067464,20653,348.4654,7.1264267,-9.250259,3
440343.74830380967,4397544.384418462,20653,348.4654,7.1264267,-9.250259,3
440344.24373182014,4397543.515769462,20664,103.7816,7.768766,4.9999237,3
440344.73915983055,4397542.647120461,20664,103.7816,7.768766,4.9999237,3
440345.23458784097,4397541.778471461,20651,112.86451,9.586544,1.9992828,3
440345.73001585144,4397540.909822459,20651,112.86451,9.586544,1.9992828,3
440346.22544386185,4397540.041173459,20605,113.25115,10.143197,5.2505493,3
440346.72087187227,4397539.172524458,20605,113.25115,10.143197,5.2505493,3
440347.2162998827,4397538.3038754575,20576,128.47215,10.138469,-13.250732,3
440347.71172789315,4397537.435226456,20576,128.47215,10.138469,-13.250732,3
440348.20715590357,4397536.566577456,20564,152.55354,5.1911287,-1.4995575,3
440348.702583914,4397535.697928455,20551,143.74617,3.9901485,-2.25029,3
440349.19801192445,4397534.829279454,20551,143.74617,3.9901485,-2.25029,3
440349.69343993487,4397533.960630454,20548,125.942116,3.53399,6.750107,3
440350.1888679453,4397533.091981453,20529,109.90375,4.409116,-4.7504425,3
440350.68429595575,4397532.223332453,20528,117.38742,3.3436074,2.5001526,3
440351.17972396617,4397531.354683451,20528,117.38742,3.3436074,2.5001526,3
440351.6751519766,4397530.486034451,20528,117.38742,3.3436074,2.5001526,3
440352.17057998705,4397529.61738545,20509,132.58049,3.594125,-0.75035095,3
440352.66600799747,4397528.7487364495,20509,132.58049,3.594125,-0.75035095,3
440353.1614360079,4397527.880087448,20499,141.3402,4.120193,-0.9994507,3
440353.65686401835,4397527.011438448,20499,141.3402,4.120193,-0.9994507,3
440354.15229202877,4397526.142789447,20475,146.79343,4.697321,-4.750061,3
440354.6477200392,4397525.274140446,20475,146.79343,4.697321,-4.750061,3
440355.1431480496,4397524.405491445,20475,146.79343,4.697321,-4.750061,3
440355.63857606007,4397523.536842445,20467,105.499275,4.413442,-4.2503357,3
440356.1340040705,4397522.668193444,20453,134.4491,5.2523317,-1.5003204,3
440356.6294320809,4397521.799544443,20435,115.60793,6.680637,-12.999725,3
440357.12486009137,4397520.930895443,20435,115.60793,6.680637,-12.999725,3
440357.6202881018,4397520.062246442,20435,106.87627,6.6312513,1.7501831,3
440358.1157161122,4397519.193597442,20410,114.75338,6.5565457,-3.4996033,3
440358.61114412267,4397518.32494844,20414,83.107574,6.5363336,3.99971,3
440359.1065721331,4397517.45629944,20414,83.107574,6.5363336,3.99971,3
440359.6020001435,4397516.587650439,20414,83.107574,6.5363336,3.99971,3
440360.09742815397,4397515.7190014385,20395,77.082184,7.957685,4.999542,3
440360.5928561644,4397514.850352437,20395,77.082184,7.957685,4.999542,3
440361.0882841748,4397513.981703437,20400,80.23823,6.727402,4.9999237,3
440361.58371218527,4397513.113054436,20400,80.23823,6.727402,4.9999237,3
440362.0791401957,4397512.244405435,20376,73.663956,8.5924015,-0.5004883,3
440362.5745682061,4397511.375756434,20376,73.663956,8.5924015,-0.5004883,3
440363.0699962165,4397510.507107434,20376,73.663956,8.5924015,-0.5004883,3
440363.565424227,4397509.638458434,20392,71.73973,7.387416,8.749771,3
440364.0608522374,4397508.769809432,20356,74.109856,10.095923,2.0000458,3
440364.5562802478,4397507.901160432,20365,76.52899,9.593756,0.9990692,3
440365.0517082583,4397507.032511431,20365,76.52899,9.593756,0.9990692,3
440365.5471362687,4397506.1638624305,20374,75.7189,8.075489,3.5007477,3
440366.0425642791,4397505.295213429,20340,70.63024,9.625753,-1.0005951,3
440366.5379922896,4397504.426564429,20340,70.63024,9.625753,-1.0005951,3
440367.0334203,4397503.557915428,20354,71.41506,8.586752,0.49972534,3
440367.5288483104,4397502.689266427,20354,71.41506,8.586752,0.49972534,3
440368.0242763209,4397501.820617426,20326,73.565834,10.26783,-7.2502136,3
440368.5197043313,4397500.951968426,20326,73.565834,10.26783,-7.2502136,3
440369.0151323417,4397500.083319425,20348,71.8473,9.117512,9.749985,3
440369.5105603522,4397499.214670424,20348,71.8473,9.117512,9.749985,3
440370.0059883626,4397498.346021423,20309,74.35775,11.018274,3.7498474,3
440370.501416373,4397497.477372423,20312,68.912315,11.583869,-8.50029,3
440370.9968443834,4397496.6087234225,20312,68.912315,11.583869,-8.50029,3
440371.4922723939,4397495.740074421,20342,59.036243,12.134776,6.4998627,3
440371.9877004043,4397494.871425421,20298,60.369938,10.94681,-4.000473,3
440372.4831284147,4397494.00277642,20319,65.84236,10.554168,-1.7494202,3
440372.9785564252,4397493.134127419,20319,65.84236,10.554168,-1.7494202,3
440373.4739844356,4397492.265478418,20340,74.94194,7.2661815,13.749313,3
440373.969412446,4397491.396829418,20302,67.32866,9.1198225,-2.4990082,3
440374.4648404565,4397490.528180417,20302,67.32866,9.1198225,-2.4990082,3
440374.9602684669,4397489.659531416,20318,72.20699,8.032847,7.249069,3
440375.4556964773,4397488.790882415,20318,72.20699,8.032847,7.249069,3
440375.9511244878,4397487.922233415,20300,64.767166,6.855264,0.49972534,3
440376.4465524982,4397487.053584414,20300,64.767166,6.855264,0.49972534,3
440376.9419805086,4397486.184935413,20311,73.26851,6.0722084,3.750229,3
440377.4374085191,4397485.316286412,20311,73.26851,6.0722084,3.750229,3
440377.9328365295,4397484.447637412,20311,73.26851,6.0722084,3.750229,3
440378.4282645399,4397483.578988411,20305,65.42233,5.0664554,9.750748,3
440378.92369255034,4397482.71033941,20305,65.42233,5.0664554,9.750748,3
440379.4191205608,4397481.84169041,20306,84.897835,4.0200496,2.999878,3
440379.9145485712,4397480.973041409,20306,84.897835,4.0200496,2.999878,3
440380.40997658164,4397480.104392408,20287,84.068474,5.5271935,-1.2500763,3
440380.9054045921,4397479.235743407,20287,84.068474,5.5271935,-1.2500763,3
440381.4008326025,4397478.367094407,20287,84.068474,5.5271935,-1.2500763,3
440381.89626061294,4397477.498445406,20293,83.56526,4.781773,5.499649,3
440382.3916886234,4397476.629796405,20270,82.092834,5.1918616,-3.0002594,3
440382.8871166338,4397475.761147404,20277,80.665,5.2833815,3.5007477,3
440383.38254464424,4397474.892498404,20277,80.665,5.2833815,3.5007477,3
440383.8779726547,4397474.023849403,20281,78.524475,4.8482566,3.2497406,3
440384.3734006651,4397473.155200402,20258,81.17363,5.8144383,-1.7498016,3
440384.86882867554,4397472.286551401,20264,76.66721,6.3406954,0.49972534,3
440385.364256686,4397471.417902401,20264,76.66721,6.3406954,0.49972534,3
440385.8596846964,4397470.5492534,20264,76.66721,6.3406954,0.49972534,3
440386.35511270683,4397469.680604399,20245,76.1951,6.4260516,-3.2505035,3
440386.85054071725,4397468.811955399,20245,76.1951,6.4260516,-3.2505035,3
440387.3459687277,4397467.943306398,20254,74.96674,6.4612727,1.4995575,3
440387.84139673813,4397467.074657397,20254,74.96674,6.4612727,1.4995575,3
440388.33682474855,4397466.206008396,20236,76.29304,6.0226955,-2.2499084,3
440388.832252759,4397465.337359396,20236,76.29304,6.0226955,-2.2499084,3
440389.32768076943,4397464.468710395,20236,76.29304,6.0226955,-2.2499084,3
440389.82310877985,4397463.600061394,20242,78.40782,5.683938,-0.5001068,3
440390.3185367903,4397462.731412393,20223,78.541245,5.3916736,-0.00038146973,3
440390.81396480073,4397461.862763393,20227,80.03165,5.9774137,-0.49972534,3
440391.30939281115,4397460.9941143915,20227,80.03165,5.9774137,-0.49972534,3
440391.8048208216,4397460.125465391,20231,80.88213,5.8549714,0.99983215,3
440392.30024883203,4397459.25681639,20208,78.36636,4.9598603,-4.750061,3
440392.79567684245,4397458.38816739,20208,78.36636,4.9598603,-4.750061,3
440393.2911048529,4397457.519518389,20217,74.67849,5.4048195,1.2500763,3
440393.78653286333,4397456.650869388,20217,74.67849,5.4048195,1.2500763,3
440394.28196087375,4397455.782220388,20199,87.70939,5.360083,-2.4993896,3
440394.77738888416,4397454.913571387,20199,87.70939,5.360083,-2.4993896,3
440395.27281689463,4397454.044922386,20202,82.874985,5.754737,-0.49972534,3
440395.76824490505,4397453.176273385,20202,82.874985,5.754737,-0.49972534,3
440396.26367291546,4397452.307624385,20185,78.826164,5.8924294,-1.7490387,3
440396.75910092593,4397451.4389753835,20185,78.826164,5.8924294,-1.7490387,3
440397.25452893635,4397450.570326383,20185,78.826164,5.8924294,-1.7490387,3
440397.74995694676,4397449.701677382,20193,79.78913,5.837883,3.9993286,3
440398.24538495723,4397448.833028382,20168,81.10745,5.312814,-3.0002594,3
440398.74081296765,4397447.96437938,20172,78.97655,5.6004786,-2.7496338,3
440399.23624097806,4397447.09573038,20172,78.97655,5.6004786,-2.7496338,3
440399.73166898853,4397446.227081379,20181,73.00918,5.3761377,3.7498474,3
440400.22709699895,4397445.358432379,20158,75.68517,5.3432674,-3.4999847,3
440400.72252500936,4397444.489783378,20158,75.68517,5.3432674,-3.4999847,3
440401.21795301983,4397443.621134377,20166,77.21093,5.9638658,1.0002136,3
440401.71338103025,4397442.752485377,20166,77.21093,5.9638658,1.0002136,3
440402.20880904066,4397441.883836376,20146,76.30995,5.730501,-5.2497864,3
440402.7042370511,4397441.015187375,20146,76.30995,5.730501,-5.2497864,3
440403.19966506155,4397440.146538374,20157,76.63978,5.8683467,3.5007477,3
440403.69509307196,4397439.277889374,20157,76.63978,5.8683467,3.5007477,3
440404.1905210824,4397438.4092403725,20134,77.61924,4.500207,-4.250717,3
440404.68594909285,4397437.540591372,20139,72.57456,5.128189,-2.7496338,3
440405.18137710326,4397436.671942371,20139,72.57456,5.128189,-2.7496338,3
440405.6768051137,4397435.803293371,20151,70.05098,5.129179,4.499817,3
440406.17223312415,4397434.934644369,20129,75.25644,5.610417,-0.2506256,3
440406.66766113456,4397434.065995369,20132,78.40782,5.683938,-1.9989014,3
440407.163089145,4397433.197346369,20132,78.40782,5.683938,-1.9989014,3
440407.65851715545,4397432.328697368,20137,74.59229,4.706781,-1.2504578,3
440408.15394516586,4397431.460048367,20123,62.15242,4.284997,-0.00038146973,3
440408.6493731763,4397430.591399366,20123,62.15242,4.284997,-0.00038146973,3
440409.14480118675,4397429.722750366,20131,67.83366,4.16874,1.7501831,3
440409.64022919716,4397428.8541013645,20131,67.83366,4.16874,1.7501831,3
440410.1356572076,4397427.985452364,20120,67.10945,3.4940493,-3.0002594,3
440410.63108521805,4397427.116803363,20120,67.10945,3.4940493,-3.0002594,3
440411.12651322846,4397426.248154363,20128,69.6559,3.3951292,2.0000458,3
440411.6219412389,4397425.379505361,20128,69.6559,3.3951292,2.0000458,3
440412.1173692493,4397424.510856361,20115,71.56505,2.8287177,-2.0004272,3
440412.61279725976,4397423.64220736,20118,82.793945,3.1371229,-1.0005951,3
440413.1082252702,4397422.77355836,20118,82.793945,3.1371229,-1.0005951,3
440413.6036532806,4397421.904909358,20121,85.78582,3.4071379,2.0008087,3
440414.09908129106,4397421.036260358,20106,87.75426,3.650466,-2.2506714,3
440414.5945093015,4397420.167611358,20107,85.515396,3.6588416,-1.2493134,3
440415.0899373119,4397419.2989623565,20107,85.515396,3.6588416,-1.2493134,3
440415.58536532236,4397418.430313356,20107,85.515396,3.6588416,-1.2493134,3
440416.0807933328,4397417.561664355,20097,80.31121,2.9762187,-2.7496338,3
440416.5762213432,4397416.693015355,20097,80.31121,2.9762187,-2.7496338,3
440417.07164935366,4397415.824366353,20104,86.11209,3.6918063,5.249405,3
440417.5670773641,4397414.955717353,20104,86.11209,3.6918063,5.249405,3
440418.0625053745,4397414.087068352,20084,78.55494,5.9341197,0.9994507,3
440342.5138843292,4397549.133120095,20617,349.12854,5.4892516,7.2494507,4
440343.0086350846,4397548.264085176,20633,352.95422,6.3959556,6.500244,4
440343.50338584004,4397547.395050257,20633,352.95422,6.3959556,6.500244,4
440343.9981365955,4397546.526015339,20613,27.365538,7.9722753,-20.249939,4
440344.4928873509,4397545.65698042,20677,34.66109,7.5744023,34.500504,4
440344.98763810634,4397544.7879455015,20677,34.66109,7.5744023,34.500504,4
440345.4823888618,4397543.918910583,20664,103.7816,7.768766,4.9999237,4
440345.97713961726,4397543.0498756645,20622,120.62722,8.305973,-12.749863,4
440346.4718903727,4397542.180840746,20611,114.9903,9.243027,-4.9999237,4
440346.9666411281,4397541.311805827,20611,114.9903,9.243027,-4.9999237,4
440347.46139188355,4397540.442770908,20611,114.9903,9.243027,-4.9999237,4
440347.956142639,4397539.57373599,20573,111.65599,5.2254634,-11.0004425,4
440348.4508933944,4397538.704701071,20573,111.65599,5.2254634,-11.0004425,4
440348.94564414985,4397537.835666152,20564,152.55354,5.1911287,-1.4995575,4
440349.4403949053,4397536.966631233,20564,152.55354,5.1911287,-1.4995575,4
440349.9351456607,4397536.097596314,20551,143.74617,3.9901485,-2.25029,4
440350.4298964162,4397535.228561396,20543,115.83983,6.300774,3.99971,4
440350.92464717163,4397534.359526477,20543,115.83983,6.300774,3.99971,4
440351.41939792706,4397533.490491558,20529,109.90375,4.409116,-4.7504425,4
440351.9141486825,4397532.621456639,20529,109.90375,4.409116,-4.7504425,4
440352.4088994379,4397531.752421721,20519,100.407715,3.5634696,4.5001984,4
440352.90365019336,4397530.883386802,20519,100.407715,3.5634696,4.5001984,4
440353.3984009488,4397530.014351883,20509,132.58049,3.594125,-0.75035095,4
440353.8931517042,4397529.145316964,20509,132.58049,3.594125,-0.75035095,4
440354.38790245965,4397528.276282046,20496,145.1755,4.0067177,5.750656,4
440354.8826532151,4397527.407247127,20496,145.1755,4.0067177,5.750656,4
440355.3774039706,4397526.538212208,20496,145.1755,4.0067177,5.750656,4
440355.872154726,4397525.669177289,20475,146.79343,4.697321,-4.750061,4
440356.36690548144,4397524.80014237,20470,151.80869,5.065453,0.99983215,4
440356.86165623687,4397523.931107452,20453,134.4491,5.2523317,-1.5003204,4
440357.3564069923,4397523.062072533,20453,134.4491,5.2523317,-1.5003204,4
440357.85115774773,4397522.193037614,20435,115.60793,6.680637,-12.999725,4
440358.34590850316,4397521.324002695,20427,151.65431,6.1607904,-2.999878,4
440358.8406592586,4397520.454967777,20427,151.65431,6.1607904,-2.999878,4
440359.335410014,4397519.585932858,20410,114.75338,6.5565457,-3.4996033,4
440359.83016076946,4397518.716897939,20410,114.75338,6.5565457,-3.4996033,4
440360.3249115249,4397517.84786302,20383,79.45524,8.354458,-1.9996643,4
440360.8196622804,4397516.978828101,20383,79.45524,8.354458,-1.9996643,4
440361.3144130358,4397516.109793183,20395,77.082184,7.957685,4.999542,4
440361.80916379124,4397515.240758264,20395,77.082184,7.957685,4.999542,4
440362.3039145467,4397514.3717233455,20360,76.67547,8.3313,-3.7490845,4
440362.7986653021,4397513.5026884265,20370,79.77783,8.808476,1.7498016,4
440363.29341605754,4397512.6336535085,20370,79.77783,8.808476,1.7498016,4
440363.78816681297,4397511.76461859,20376,73.663956,8.5924015,-0.5004883,4
440364.2829175684,4397510.895583671,20342,75.21132,9.179824,-4.7496796,4
440364.77766832383,4397510.026548752,20356,74.109856,10.095923,2.0000458,4
440365.27241907927,4397509.157513834,20356,74.109856,10.095923,2.0000458,4
440365.76716983475,4397508.288478915,20365,76.52899,9.593756,0.9990692,4
440366.2619205902,4397507.419443996,20330,73.705956,9.609062,-0.49934387,4
440366.7566713456,4397506.550409077,20330,73.705956,9.609062,-0.49934387,4
440367.25142210105,4397505.681374158,20340,70.63024,9.625753,-1.0005951,4
440367.7461728565,4397504.81233924,20340,70.63024,9.625753,-1.0005951,4
440368.2409236119,4397503.943304321,20326,73.762955,10.510302,9.249878,4
440368.73567436734,4397503.074269402,20326,73.762955,10.510302,9.249878,4
440369.2304251228,4397502.205234483,20326,73.565834,10.26783,-7.2502136,4
440369.7251758782,4397501.336199565,20326,73.565834,10.26783,-7.2502136,4
440370.21992663364,4397500.467164646,20292,71.68748,10.480867,-2.2499084,4
440370.7146773891,4397499.598129727,20309,74.35775,11.018274,3.7498474,4
440371.20942814456,4397498.729094808,20309,74.35775,11.018274,3.7498474,4
440371.7041789,4397497.86005989,20312,68.912315,11.583869,-8.50029,4
440372.1989296554,4397496.991024971,20277,63.143124,9.348894,-8.74939,4
440372.69368041086,4397496.121990052,20298,60.369938,10.94681,-4.000473,4
440373.1884311663,4397495.252955133,20298,60.369938,10.94681,-4.000473,4
440373.6831819217,4397494.383920214,20298,60.369938,10.94681,-4.000473,4
440374.17793267715,4397493.514885296,20284,58.95829,8.954164,-5.2505493,4
440374.6726834326,4397492.645850377,20284,58.95829,8.954164,-5.2505493,4
440375.167434188,4397491.776815458,20302,67.32866,9.1198225,-2.4990082,4
440375.6621849435,4397490.907780539,20302,67.32866,9.1198225,-2.4990082,4
440376.15693569893,4397490.038745621,20280,60.179928,6.737873,-13.249207,4
440376.65168645437,4397489.169710702,20280,60.179928,6.737873,-13.249207,4
440377.1464372098,4397488.300675783,20300,64.767166,6.855264,0.49972534,4
440377.64118796523,4397487.431640864,20300,64.767166,6.855264,0.49972534,4
440378.13593872066,4397486.562605946,20282,61.039944,4.2079554,-2.999115,4
440378.6306894761,4397485.693571027,20284,64.88516,5.0491424,-9.250641,4
440379.1254402315,4397484.824536108,20284,64.88516,5.0491424,-9.250641,4
440379.62019098696,4397483.955501189,20305,65.42233,5.0664554,9.750748,4
440380.1149417424,4397483.0864662705,20279,71.82787,4.9251804,-5.2505493,4
440380.6096924978,4397482.2174313525,20287,84.99936,5.7322674,3.2497406,4
440381.1044432533,4397481.3483964335,20287,84.99936,5.7322674,3.2497406,4
440381.59919400874,4397480.479361515,20287,84.99936,5.7322674,3.2497406,4
440382.0939447642,4397479.610326596,20267,82.11686,4.689197,-2.0000458,4
440382.5886955196,4397478.741291678,20267,82.11686,4.689197,-2.0000458,4
440383.08344627504,4397477.872256759,20270,82.092834,5.1918616,-3.0002594,4
440383.57819703047,4397477.00322184,20270,82.092834,5.1918616,-3.0002594,4
440384.0729477859,4397476.134186921,20253,85.66769,4.7296743,-5.000305,4
440384.56769854133,4397475.265152003,20253,85.66769,4.7296743,-5.000305,4
440385.06244929676,4397474.396117084,20253,85.66769,4.7296743,-5.000305,4
440385.5572000522,4397473.527082165,20258,81.17363,5.8144383,-1.7498016,4
440386.0519508077,4397472.658047246,20241,89.04516,4.2897468,-0.749588,4
440386.5467015631,4397471.789012327,20238,81.656105,5.412785,-6.2496185,4
440387.04145231855,4397470.919977409,20238,81.656105,5.412785,-6.2496185,4
440387.536203074,4397470.05094249,20245,76.1951,6.4260516,-3.2505035,4
440388.0309538294,4397469.181907571,20227,78.495186,4.1223564,-2.9994965,4
440388.52570458484,4397468.312872652,20229,75.96375,5.3001523,-4.50058,4
440389.0204553403,4397467.443837734,20229,75.96375,5.3001523,-4.50058,4
440389.5152060957,4397466.574802815,20229,75.96375,5.3001523,-4.50058,4
440390.00995685114,4397465.705767896,20219,77.81136,4.5697494,-1.4995575,4
440390.50470760657,4397464.836732977,20219,77.81136,4.5697494,-1.4995575,4
440390.99945836206,4397463.967698058,20223,78.541245,5.3916736,-0.00038146973,4
440391.4942091175,4397463.09866314,20223,78.541245,5.3916736,-0.00038146973,4
440391.9889598729,4397462.229628221,20207,82.93327,4.3577385,-1.9992828,4
440392.48371062835,4397461.360593302,20207,82.93327,4.3577385,-1.9992828,4
440392.9784613838,4397460.491558383,20207,82.93327,4.3577385,-1.9992828,4
440393.4732121392,4397459.622523465,20208,78.36636,4.9598603,-4.750061,4
440393.96796289465,4397458.753488546,20196,78.055824,3.8010545,-0.9994507,4
440394.4627136501,4397457.884453627,20198,81.07601,4.377549,-2.0008087,4
440394.9574644055,4397457.015418708,20198,81.07601,4.377549,-2.0008087,4
440395.45221516094,4397456.14638379,20199,87.70939,5.360083,-2.4993896,4
440395.9469659164,4397455.277348871,20199,87.70939,5.360083,-2.4993896,4
440396.44171667186,4397454.408313952,20183,98.26717,4.226069,-1.7501831,4
440396.9364674273,4397453.539279033,20181,87.19755,5.113323,-3.0006409,4
440397.4312181827,4397452.6702441145,20181,87.19755,5.113323,-3.0006409,4
440397.92596893816,4397451.801209196,20185,78.826164,5.8924294,-1.7490387,4
440398.4207196936,4397450.9321742775,20165,83.04704,4.428406,-3.7506104,4
440398.915470449,4397450.063139359,20168,81.10745,5.312814,-3.0002594,4
440399.41022120445,4397449.19410444,20168,81.10745,5.312814,-3.0002594,4
440399.9049719599,4397448.325069522,20172,78.97655,5.6004786,-2.7496338,4
440400.3997227153,4397447.456034603,20155,77.81136,4.5697494,-1.7494202,4
440400.89447347075,4397446.586999684,20155,77.81136,4.5697494,-1.7494202,4
440401.38922422624,4397445.717964765,20158,75.68517,5.3432674,-3.4999847,4
440401.88397498167,4397444.848929847,20158,75.68517,5.3432674,-3.4999847,4
440402.3787257371,4397443.979894928,20144,81.75368,4.980805,-2.7500153,4
440402.87347649253,4397443.110860009,20144,81.75368,4.980805,-2.7500153,4
440403.36822724796,4397442.24182509,20146,76.30995,5.730501,-5.2497864,4
440403.8629780034,4397441.372790171,20146,76.30995,5.730501,-5.2497864,4
440404.3577287588,4397440.503755253,20132,75.57922,3.8764317,-1.499176,4
440404.85247951426,4397439.634720334,20134,77.61924,4.500207,-4.250717,4
440405.3472302697,4397438.765685415,20134,77.61924,4.500207,-4.250717,4
440405.8419810251,4397437.896650496,20139,72.57456,5.128189,-2.7496338,4
440406.3367317806,4397437.027615578,20123,77.81136,4.5697494,-2.5001526,4
440406.83148253604,4397436.158580659,20129,75.25644,5.610417,-0.2506256,4
440407.3262332915,4397435.28954574,20129,75.25644,5.610417,-0.2506256,4
440407.8209840469,4397434.420510821,20129,75.25644,5.610417,-0.2506256,4
440408.31573480234,4397433.551475903,20114,68.7495,4.1423874,-4.0000916,4
440408.81048555777,4397432.682440984,20114,68.7495,4.1423874,-4.0000916,4
440409.3052363132,4397431.813406065,20123,62.15242,4.284997,-0.00038146973,4
440409.79998706863,4397430.944371146,20123,62.15242,4.284997,-0.00038146973,4
