origin_x,origin_y,height,aspect,slope,label
440345.93409065274,4397532.697626984,"[20617, 20577, 20558, 20601, 20581, 20551, 20594, 20578, 20549]","[136.49759, 125.403076, 127.29251, 103.172554, 98.36588, 104.03625, 89.43273, 97.74034, 106.4293]","[7.704224, 10.512283, 6.76528, 6.8809066, 7.343308, 5.0072403, 7.1958723, 7.403187, 5.804205]",0
440346.4306018925,4397531.829596691,"[20581, 20551, 20548, 20578, 20549, 20534, 20565, 20545, 20530]","[98.36588, 104.03625, 125.942116, 97.74034, 106.4293, 119.81416, 106.18921, 105.395546, 107.47478]","[7.343308, 5.0072403, 3.53399, 7.403187, 5.804205, 3.668241, 8.038443, 5.1120825, 4.0478396]",0
440346.9271131323,4397530.961566399,"[20581, 20551, 20548, 20578, 20549, 20534, 20565, 20545, 20530]","[98.36588, 104.03625, 125.942116, 97.74034, 106.4293, 119.81416, 106.18921, 105.395546, 107.47478]","[7.343308, 5.0072403, 3.53399, 7.403187, 5.804205, 3.668241, 8.038443, 5.1120825, 4.0478396]",0
440347.42362437205,4397530.093536106,"[20578, 20549, 20534, 20565, 20545, 20530, 20552, 20546, 20528]","[97.74034, 106.4293, 119.81416, 106.18921, 105.395546, 107.47478, 115.46335, 105.34089, 105.61099]","[7.403187, 5.804205, 3.668241, 8.038443, 5.1120825, 4.0478396, 6.63353, 4.188546, 5.043609]",0
440347.92013561184,4397529.225505814,"[20578, 20549, 20534, 20565, 20545, 20530, 20552, 20546, 20528]","[97.74034, 106.4293, 119.81416, 106.18921, 105.395546, 107.47478, 115.46335, 105.34089, 105.61099]","[7.403187, 5.804205, 3.668241, 8.038443, 5.1120825, 4.0478396, 6.63353, 4.188546, 5.043609]",0
440348.41664685163,4397528.357475521,"[20549, 20534, 20528, 20545, 20530, 20520, 20546, 20528, 20509]","[106.4293, 119.81416, 117.38742, 105.395546, 107.47478, 126.656105, 105.34089, 105.61099, 119.63838]","[5.804205, 3.668241, 3.3436074, 5.1120825, 4.0478396, 3.833115, 4.188546, 5.043609, 4.7682033]",0
440348.9131580914,4397527.489445228,"[20545, 20530, 20520, 20546, 20528, 20509, 20539, 20523, 20502]","[105.395546, 107.47478, 126.656105, 105.34089, 105.61099, 119.63838, 144.03949, 113.96249, 115.73473]","[5.1120825, 4.0478396, 3.833115, 4.188546, 5.043609, 4.7682033, 4.503315, 5.62484, 5.508601]",0
440349.40966933116,4397526.621414936,"[20545, 20530, 20520, 20546, 20528, 20509, 20539, 20523, 20502]","[105.395546, 107.47478, 126.656105, 105.34089, 105.61099, 119.63838, 144.03949, 113.96249, 115.73473]","[5.1120825, 4.0478396, 3.833115, 4.188546, 5.043609, 4.7682033, 4.503315, 5.62484, 5.508601]",0
440349.90618057095,4397525.753384643,"[20546, 20528, 20509, 20539, 20523, 20502, 20524, 20516, 20491]","[105.34089, 105.61099, 119.63838, 144.03949, 113.96249, 115.73473, 183.12213, 127.64762, 104.23728]","[4.188546, 5.043609, 4.7682033, 4.503315, 5.62484, 5.508601, 5.896505, 4.7379956, 4.938311]",0
440350.40269181074,4397524.885354351,"[20528, 20509, 20499, 20523, 20502, 20486, 20516, 20491, 20480]","[105.61099, 119.63838, 141.3402, 113.96249, 115.73473, 133.04749, 127.64762, 104.23728, 96.892426]","[5.043609, 4.7682033, 4.120193, 5.62484, 5.508601, 4.4501843, 4.7379956, 4.938311, 3.2788348]",0
440350.89920305053,4397524.017324058,"[20523, 20502, 20486, 20516, 20491, 20480, 20509, 20493, 20484]","[113.96249, 115.73473, 133.04749, 127.64762, 104.23728, 96.892426, 166.8796, 126.34746, 127.11686]","[5.62484, 5.508601, 4.4501843, 4.7379956, 4.938311, 3.2788348, 4.87855, 4.7021885, 3.319467]",0
440351.39571429027,4397523.149293765,"[20523, 20502, 20486, 20516, 20491, 20480, 20509, 20493, 20484]","[113.96249, 115.73473, 133.04749, 127.64762, 104.23728, 96.892426, 166.8796, 126.34746, 127.11686]","[5.62484, 5.508601, 4.4501843, 4.7379956, 4.938311, 3.2788348, 4.87855, 4.7021885, 3.319467]",0
440351.89222553006,4397522.281263473,"[20516, 20491, 20480, 20509, 20493, 20484, 20484, 20476, 20464]","[127.64762, 104.23728, 96.892426, 166.8796, 126.34746, 127.11686, 188.32565, 153.04782, 141.41084]","[4.7379956, 4.938311, 3.2788348, 4.87855, 4.7021885, 3.319467, 5.914274, 4.7296743, 4.526132]",0
440352.38873676985,4397521.4132331805,"[20491, 20480, 20467, 20493, 20484, 20477, 20476, 20464, 20458]","[104.23728, 96.892426, 105.499275, 126.34746, 127.11686, 108.65789, 153.04782, 141.41084, 123.593445]","[4.938311, 3.2788348, 4.413442, 4.7021885, 3.319467, 5.800717, 4.7296743, 4.526132, 5.8689933]",0
440352.88524800964,4397520.545202889,"[20491, 20480, 20467, 20493, 20484, 20477, 20476, 20464, 20458]","[104.23728, 96.892426, 105.499275, 126.34746, 127.11686, 108.65789, 153.04782, 141.41084, 123.593445]","[4.938311, 3.2788348, 4.413442, 4.7021885, 3.319467, 5.800717, 4.7296743, 4.526132, 5.8689933]",0
440353.3817592494,4397519.677172596,"[20493, 20484, 20477, 20476, 20464, 20458, 20473, 20460, 20446]","[126.34746, 127.11686, 108.65789, 153.04782, 141.41084, 123.593445, 180.0, 122.90524, 112.724106]","[4.7021885, 3.319467, 5.800717, 4.7296743, 4.526132, 5.8689933, 3.2194948, 3.620645, 4.5328703]",0
440353.87827048916,4397518.809142303,"[20493, 20484, 20477, 20476, 20464, 20458, 20473, 20460, 20446]","[126.34746, 127.11686, 108.65789, 153.04782, 141.41084, 123.593445, 180.0, 122.90524, 112.724106]","[4.7021885, 3.319467, 5.800717, 4.7296743, 4.526132, 5.8689933, 3.2194948, 3.620645, 4.5328703]",0
440354.37478172895,4397517.941112011,"[20464, 20458, 20435, 20460, 20446, 20430, 20454, 20443, 20426]","[141.41084, 123.593445, 106.87627, 122.90524, 112.724106, 100.669785, 144.46233, 96.1155, 94.398705]","[4.526132, 5.8689933, 6.6312513, 3.620645, 4.5328703, 5.0158515, 2.4628665, 4.027015, 4.194621]",0
440354.87129296875,4397517.073081718,"[20464, 20458, 20435, 20460, 20446, 20430, 20454, 20443, 20426]","[141.41084, 123.593445, 106.87627, 122.90524, 112.724106, 100.669785, 144.46233, 96.1155, 94.398705]","[4.526132, 5.8689933, 6.6312513, 3.620645, 4.5328703, 5.0158515, 2.4628665, 4.027015, 4.194621]",0
440355.3678042085,4397516.205051426,"[20460, 20446, 20430, 20454, 20443, 20426, 20452, 20446, 20426]","[122.90524, 112.724106, 100.669785, 144.46233, 96.1155, 94.398705, 198.78862, 110.82089, 82.43857]","[3.620645, 4.5328703, 5.0158515, 2.4628665, 4.027015, 4.194621, 3.6640666, 2.7180948, 4.0751247]",0
440355.86431544827,4397515.337021133,"[20460, 20446, 20430, 20454, 20443, 20426, 20452, 20446, 20426]","[122.90524, 112.724106, 100.669785, 144.46233, 96.1155, 94.398705, 198.78862, 110.82089, 82.43857]","[3.620645, 4.5328703, 5.0158515, 2.4628665, 4.027015, 4.194621, 3.6640666, 2.7180948, 4.0751247]",0
440356.36082668806,4397514.46899084,"[20446, 20430, 20414, 20443, 20426, 20417, 20446, 20426, 20413]","[112.724106, 100.669785, 83.107574, 96.1155, 94.398705, 85.34174, 110.82089, 82.43857, 80.61849]","[4.5328703, 5.0158515, 6.5363336, 4.027015, 4.194621, 4.838816, 2.7180948, 4.0751247, 4.166601]",0
440356.85733792785,4397513.600960548,"[20443, 20426, 20417, 20446, 20426, 20413, 20440, 20434, 20419]","[96.1155, 94.398705, 85.34174, 110.82089, 82.43857, 80.61849, 188.74617, 87.563354, 79.47221]","[4.027015, 4.194621, 4.838816, 2.7180948, 4.0751247, 4.166601, 1.8833423, 3.365298, 4.1087403]",0
440357.3538491676,4397512.732930255,"[20443, 20426, 20417, 20446, 20426, 20413, 20440, 20434, 20419]","[96.1155, 94.398705, 85.34174, 110.82089, 82.43857, 80.61849, 188.74617, 87.563354, 79.47221]","[4.027015, 4.194621, 4.838816, 2.7180948, 4.0751247, 4.166601, 1.8833423, 3.365298, 4.1087403]",0
440357.8503604074,4397511.864899963,"[20446, 20426, 20413, 20440, 20434, 20419, 20439, 20428, 20420]","[110.82089, 82.43857, 80.61849, 188.74617, 87.563354, 79.47221, 208.61046, 145.30484, 97.43141]","[2.7180948, 4.0751247, 4.166601, 1.8833423, 3.365298, 4.1087403, 4.4778237, 2.8287177, 3.318698]",0
440358.34687164717,4397510.99686967,"[20426, 20413, 20400, 20434, 20419, 20402, 20428, 20420, 20405]","[82.43857, 80.61849, 80.23823, 87.563354, 79.47221, 76.04966, 145.30484, 97.43141, 78.51102]","[4.0751247, 4.166601, 6.727402, 3.365298, 4.1087403, 5.773393, 2.8287177, 3.318698, 4.4854865]",0
440358.84338288696,4397510.128839377,"[20434, 20419, 20402, 20428, 20420, 20405, 20418, 20420, 20404]","[87.563354, 79.47221, 76.04966, 145.30484, 97.43141, 78.51102, 219.17366, 88.40886, 88.36343]","[3.365298, 4.1087403, 5.773393, 2.8287177, 3.318698, 4.4854865, 2.4928083, 2.5775645, 3.7561796]",0
440359.3398941267,4397509.260809085,"[20434, 20419, 20402, 20428, 20420, 20405, 20418, 20420, 20404]","[87.563354, 79.47221, 76.04966, 145.30484, 97.43141, 78.51102, 219.17366, 88.40886, 88.36343]","[3.365298, 4.1087403, 5.773393, 2.8287177, 3.318698, 4.4854865, 2.4928083, 2.5775645, 3.7561796]",0
440359.8364053665,4397508.392778792,"[20434, 20419, 20402, 20428, 20420, 20405, 20418, 20420, 20404]","[87.563354, 79.47221, 76.04966, 145.30484, 97.43141, 78.51102, 219.17366, 88.40886, 88.36343]","[3.365298, 4.1087403, 5.773393, 2.8287177, 3.318698, 4.4854865, 2.4928083, 2.5775645, 3.7561796]",0
440360.3329166063,4397507.5247484995,"[20420, 20405, 20392, 20420, 20404, 20396, 20425, 20402, 20396]","[97.43141, 78.51102, 71.73973, 88.40886, 88.36343, 81.55963, 141.78897, 95.59934, 83.55047]","[3.318698, 4.4854865, 7.387416, 2.5775645, 3.7561796, 5.5934663, 2.1410193, 3.6651106, 4.137158]",0
440360.82942784607,4397506.6567182075,"[20420, 20405, 20392, 20420, 20404, 20396, 20425, 20402, 20396]","[97.43141, 78.51102, 71.73973, 88.40886, 88.36343, 81.55963, 141.78897, 95.59934, 83.55047]","[3.318698, 4.4854865, 7.387416, 2.5775645, 3.7561796, 5.5934663, 2.1410193, 3.6651106, 4.137158]",0
440361.3259390858,4397505.788687915,"[20420, 20404, 20396, 20425, 20402, 20396, 20416, 20401, 20396]","[88.40886, 88.36343, 81.55963, 141.78897, 95.59934, 83.55047, 205.55997, 107.56027, 90.6296]","[2.5775645, 3.7561796, 5.5934663, 2.1410193, 3.6651106, 4.137158, 3.6469705, 2.9646044, 3.2553866]",0
440361.8224503256,4397504.920657623,"[20420, 20404, 20396, 20425, 20402, 20396, 20416, 20401, 20396]","[88.40886, 88.36343, 81.55963, 141.78897, 95.59934, 83.55047, 205.55997, 107.56027, 90.6296]","[2.5775645, 3.7561796, 5.5934663, 2.1410193, 3.6651106, 4.137158, 3.6469705, 2.9646044, 3.2553866]",0
440362.3189615654,4397504.05262733,"[20402, 20396, 20374, 20401, 20396, 20381, 20400, 20395, 20377]","[95.59934, 83.55047, 75.7189, 107.56027, 90.6296, 79.2157, 181.04163, 88.06941, 86.069824]","[3.6651106, 4.137158, 8.075489, 2.9646044, 3.2553866, 6.101055, 1.9690924, 3.1856012, 4.6916356]",0
440362.8154728052,4397503.184597037,"[20402, 20396, 20374, 20401, 20396, 20381, 20400, 20395, 20377]","[95.59934, 83.55047, 75.7189, 107.56027, 90.6296, 79.2157, 181.04163, 88.06941, 86.069824]","[3.6651106, 4.137158, 8.075489, 2.9646044, 3.2553866, 6.101055, 1.9690924, 3.1856012, 4.6916356]",0
440363.3119840449,4397502.316566745,"[20401, 20396, 20381, 20400, 20395, 20377, 20403, 20397, 20380]","[107.56027, 90.6296, 79.2157, 181.04163, 88.06941, 86.069824, 232.56143, 88.02506, 74.66672]","[2.9646044, 3.2553866, 6.101055, 1.9690924, 3.1856012, 4.6916356, 5.753418, 2.0772958, 4.594445]",0
440363.8084952847,4397501.448536452,"[20401, 20396, 20381, 20400, 20395, 20377, 20403, 20397, 20380]","[107.56027, 90.6296, 79.2157, 181.04163, 88.06941, 86.069824, 232.56143, 88.02506, 74.66672]","[2.9646044, 3.2553866, 6.101055, 1.9690924, 3.1856012, 4.6916356, 5.753418, 2.0772958, 4.594445]",0
440364.3050065245,4397500.58050616,"[20396, 20381, 20354, 20395, 20377, 20367, 20397, 20380, 20364]","[90.6296, 79.2157, 71.41506, 88.06941, 86.069824, 77.7604, 88.02506, 74.66672, 72.255325]","[3.2553866, 6.101055, 8.586752, 3.1856012, 4.6916356, 6.8920484, 2.0772958, 4.594445, 5.621688]",0
440364.8015177643,4397499.712475867,"[20395, 20377, 20367, 20397, 20380, 20364, 20401, 20389, 20371]","[88.06941, 86.069824, 77.7604, 88.02506, 74.66672, 72.255325, 222.83893, 70.615486, 61.9755]","[3.1856012, 4.6916356, 6.8920484, 2.0772958, 4.594445, 5.621688, 2.6840134, 4.092901, 5.0173697]",0
440365.298029004,4397498.844445574,"[20395, 20377, 20367, 20397, 20380, 20364, 20401, 20389, 20371]","[88.06941, 86.069824, 77.7604, 88.02506, 74.66672, 72.255325, 222.83893, 70.615486, 61.9755]","[3.1856012, 4.6916356, 6.8920484, 2.0772958, 4.594445, 5.621688, 2.6840134, 4.092901, 5.0173697]",0
440365.7945402438,4397497.976415282,"[20397, 20380, 20364, 20401, 20389, 20371, 20394, 20393, 20379]","[88.02506, 74.66672, 72.255325, 222.83893, 70.615486, 61.9755, 236.38918, 118.1416, 53.24632]","[2.0772958, 4.594445, 5.621688, 2.6840134, 4.092901, 5.0173697, 7.143502, 1.7457182, 3.5264]",0
440366.2910514836,4397497.108384989,"[20380, 20364, 20348, 20389, 20371, 20354, 20393, 20379, 20371]","[74.66672, 72.255325, 71.8473, 70.615486, 61.9755, 65.8858, 118.1416, 53.24632, 49.000187]","[4.594445, 5.621688, 9.117512, 4.092901, 5.0173697, 8.182975, 1.7457182, 3.5264, 7.2211266]",0
440366.7875627234,4397496.240354697,"[20389, 20371, 20354, 20393, 20379, 20371, 20391, 20381, 20391]","[70.615486, 61.9755, 65.8858, 118.1416, 53.24632, 49.000187, 208.57782, 155.85446, 86.87787]","[4.092901, 5.0173697, 8.182975, 1.7457182, 3.5264, 7.2211266, 5.0029287, 1.1379056, 3.9387243]",0
440367.2840739631,4397495.372324404,"[20389, 20371, 20354, 20393, 20379, 20371, 20391, 20381, 20391]","[70.615486, 61.9755, 65.8858, 118.1416, 53.24632, 49.000187, 208.57782, 155.85446, 86.87787]","[4.092901, 5.0173697, 8.182975, 1.7457182, 3.5264, 7.2211266, 5.0029287, 1.1379056, 3.9387243]",0
440367.7805852029,4397494.504294111,"[20389, 20371, 20354, 20393, 20379, 20371, 20391, 20381, 20391]","[70.615486, 61.9755, 65.8858, 118.1416, 53.24632, 49.000187, 208.57782, 155.85446, 86.87787]","[4.092901, 5.0173697, 8.182975, 1.7457182, 3.5264, 7.2211266, 5.0029287, 1.1379056, 3.9387243]",0
440368.2770964427,4397493.636263819,"[20379, 20371, 20342, 20381, 20391, 20361, 20381, 20370, 20348]","[53.24632, 49.000187, 59.036243, 155.85446, 86.87787, 77.889404, 203.1986, 128.01894, 105.31686]","[3.5264, 7.2211266, 12.134776, 1.1379056, 3.9387243, 8.972301, 4.3551097, 4.987427, 5.809215]",0
440368.7736076825,4397492.7682335265,"[20379, 20371, 20342, 20381, 20391, 20361, 20381, 20370, 20348]","[53.24632, 49.000187, 59.036243, 155.85446, 86.87787, 77.889404, 203.1986, 128.01894, 105.31686]","[3.5264, 7.2211266, 12.134776, 1.1379056, 3.9387243, 8.972301, 4.3551097, 4.987427, 5.809215]",0
440369.2701189222,4397491.9002032345,"[20381, 20391, 20361, 20381, 20370, 20348, 20370, 20361, 20346]","[155.85446, 86.87787, 77.889404, 203.1986, 128.01894, 105.31686, 239.31104, 95.94686, 83.54118]","[1.1379056, 3.9387243, 8.972301, 4.3551097, 4.987427, 5.809215, 5.1083584, 3.452164, 3.8144462]",0
440369.766630162,4397491.032172942,"[20381, 20391, 20361, 20381, 20370, 20348, 20370, 20361, 20346]","[155.85446, 86.87787, 77.889404, 203.1986, 128.01894, 105.31686, 239.31104, 95.94686, 83.54118]","[1.1379056, 3.9387243, 8.972301, 4.3551097, 4.987427, 5.809215, 5.1083584, 3.452164, 3.8144462]",0
440370.2631414018,4397490.164142649,"[20370, 20348, 20340, 20361, 20346, 20336, 20365, 20357, 20339]","[128.01894, 105.31686, 74.94194, 95.94686, 83.54118, 77.38068, 152.8787, 79.13594, 73.77981]","[4.987427, 5.809215, 7.2661815, 3.452164, 3.8144462, 4.905288, 1.6491319, 3.6051106, 4.09539]",0
440370.7596526416,4397489.296112357,"[20370, 20348, 20340, 20361, 20346, 20336, 20365, 20357, 20339]","[128.01894, 105.31686, 74.94194, 95.94686, 83.54118, 77.38068, 152.8787, 79.13594, 73.77981]","[4.987427, 5.809215, 7.2661815, 3.452164, 3.8144462, 4.905288, 1.6491319, 3.6051106, 4.09539]",0
440371.25616388133,4397488.428082064,"[20370, 20348, 20340, 20361, 20346, 20336, 20365, 20357, 20339]","[128.01894, 105.31686, 74.94194, 95.94686, 83.54118, 77.38068, 152.8787, 79.13594, 73.77981]","[4.987427, 5.809215, 7.2661815, 3.452164, 3.8144462, 4.905288, 1.6491319, 3.6051106, 4.09539]",0
440371.7526751211,4397487.560051772,"[20361, 20346, 20336, 20365, 20357, 20339, 20364, 20351, 20342]","[95.94686, 83.54118, 77.38068, 152.8787, 79.13594, 73.77981, 220.28525, 114.55045, 95.314545]","[3.452164, 3.8144462, 4.905288, 1.6491319, 3.6051106, 4.09539, 4.9169235, 3.1856012, 3.089945]",0
440372.2491863609,4397486.692021479,"[20346, 20336, 20318, 20357, 20339, 20325, 20351, 20342, 20333]","[83.54118, 77.38068, 72.20699, 79.13594, 73.77981, 67.899864, 114.55045, 95.314545, 82.49265]","[3.8144462, 4.905288, 8.032847, 3.6051106, 4.09539, 6.3510323, 3.1856012, 3.089945, 4.6491814]",0
440372.7456976007,4397485.823991186,"[20357, 20339, 20325, 20351, 20342, 20333, 20345, 20340, 20327]","[79.13594, 73.77981, 67.899864, 114.55045, 95.314545, 82.49265, 166.75948, 103.46521, 95.559944]","[3.6051106, 4.09539, 6.3510323, 3.1856012, 3.089945, 4.6491814, 2.4999816, 2.6125531, 4.058839]",0
440373.24220884044,4397484.955960894,"[20357, 20339, 20325, 20351, 20342, 20333, 20345, 20340, 20327]","[79.13594, 73.77981, 67.899864, 114.55045, 95.314545, 82.49265, 166.75948, 103.46521, 95.559944]","[3.6051106, 4.09539, 6.3510323, 3.1856012, 3.089945, 4.6491814, 2.4999816, 2.6125531, 4.058839]",0
440373.73872008023,4397484.087930601,"[20351, 20342, 20333, 20345, 20340, 20327, 20344, 20340, 20327]","[114.55045, 95.314545, 82.49265, 166.75948, 103.46521, 95.559944, 223.72697, 107.700424, 84.0194]","[3.1856012, 3.089945, 4.6491814, 2.4999816, 2.6125531, 4.058839, 4.5493917, 1.7661409, 3.77514]",0
440374.23523132,4397483.219900309,"[20342, 20333, 20311, 20340, 20327, 20312, 20340, 20327, 20314]","[95.314545, 82.49265, 73.26851, 103.46521, 95.559944, 79.077194, 107.700424, 84.0194, 85.03026]","[3.089945, 4.6491814, 6.0722084, 2.6125531, 4.058839, 4.1503725, 1.7661409, 3.77514, 3.3032746]",0
440374.7317425598,4397482.351870016,"[20342, 20333, 20311, 20340, 20327, 20312, 20340, 20327, 20314]","[95.314545, 82.49265, 73.26851, 103.46521, 95.559944, 79.077194, 107.700424, 84.0194, 85.03026]","[3.089945, 4.6491814, 6.0722084, 2.6125531, 4.058839, 4.1503725, 1.7661409, 3.77514, 3.3032746]",0
440375.22825379955,4397481.483839723,"[20340, 20327, 20312, 20340, 20327, 20314, 20337, 20334, 20312]","[103.46521, 95.559944, 79.077194, 107.700424, 84.0194, 85.03026, 201.8014, 94.398705, 90.0]","[2.6125531, 4.058839, 4.1503725, 1.7661409, 3.77514, 3.3032746, 2.6977928, 3.2647862, 3.6476698]",0
440375.72476503934,4397480.615809431,"[20340, 20327, 20312, 20340, 20327, 20314, 20337, 20334, 20312]","[103.46521, 95.559944, 79.077194, 107.700424, 84.0194, 85.03026, 201.8014, 94.398705, 90.0]","[2.6125531, 4.058839, 4.1503725, 1.7661409, 3.77514, 3.3032746, 2.6977928, 3.2647862, 3.6476698]",0
440376.22127627913,4397479.747779138,"[20327, 20314, 20306, 20334, 20312, 20306, 20328, 20315, 20303]","[84.0194, 85.03026, 84.897835, 94.398705, 90.0, 89.42127, 122.47119, 91.7357, 87.563354]","[3.77514, 3.3032746, 4.0200496, 3.2647862, 3.6476698, 3.5408428, 2.333227, 3.5422835, 3.365298]",0
440376.7177875189,4397478.879748846,"[20327, 20314, 20306, 20334, 20312, 20306, 20328, 20315, 20303]","[84.0194, 85.03026, 84.897835, 94.398705, 90.0, 89.42127, 122.47119, 91.7357, 87.563354]","[3.77514, 3.3032746, 4.0200496, 3.2647862, 3.6476698, 3.5408428, 2.333227, 3.5422835, 3.365298]",0
440377.21429875866,4397478.0117185535,"[20334, 20312, 20306, 20328, 20315, 20303, 20326, 20315, 20305]","[94.398705, 90.0, 89.42127, 122.47119, 91.7357, 87.563354, 192.8477, 92.7927, 87.61406]","[3.2647862, 3.6476698, 3.5408428, 2.333227, 3.5422835, 3.365298, 2.0926447, 2.9373243, 3.4366026]",0
440377.71080999845,4397477.143688261,"[20334, 20312, 20306, 20328, 20315, 20303, 20326, 20315, 20305]","[94.398705, 90.0, 89.42127, 122.47119, 91.7357, 87.563354, 192.8477, 92.7927, 87.61406]","[3.2647862, 3.6476698, 3.5408428, 2.333227, 3.5422835, 3.365298, 2.0926447, 2.9373243, 3.4366026]",0
440378.20732123824,4397476.275657969,"[20315, 20303, 20293, 20315, 20305, 20290, 20316, 20305, 20292]","[91.7357, 87.563354, 83.56526, 92.7927, 87.61406, 84.440056, 105.25512, 74.35775, 78.48617]","[3.5422835, 3.365298, 4.781773, 2.9373243, 3.4366026, 4.058839, 1.2246993, 3.7135038, 3.9406648]",0
440378.70383247803,4397475.407627676,"[20315, 20303, 20293, 20315, 20305, 20290, 20316, 20305, 20292]","[91.7357, 87.563354, 83.56526, 92.7927, 87.61406, 84.440056, 105.25512, 74.35775, 78.48617]","[3.5422835, 3.365298, 4.781773, 2.9373243, 3.4366026, 4.058839, 1.2246993, 3.7135038, 3.9406648]",0
440379.2003437178,4397474.539597384,"[20315, 20303, 20293, 20315, 20305, 20290, 20316, 20305, 20292]","[91.7357, 87.563354, 83.56526, 92.7927, 87.61406, 84.440056, 105.25512, 74.35775, 78.48617]","[3.5422835, 3.365298, 4.781773, 2.9373243, 3.4366026, 4.058839, 1.2246993, 3.7135038, 3.9406648]",0
440379.69685495755,4397473.671567091,"[20315, 20305, 20290, 20316, 20305, 20292, 20319, 20316, 20292]","[92.7927, 87.61406, 84.440056, 105.25512, 74.35775, 78.48617, 245.72556, 77.828545, 81.73283]","[2.9373243, 3.4366026, 4.058839, 1.2246993, 3.7135038, 3.9406648, 2.0026171, 3.731317, 4.226069]",0
440380.19336619735,4397472.803536798,"[20305, 20290, 20277, 20305, 20292, 20281, 20316, 20292, 20284]","[87.61406, 84.440056, 80.665, 74.35775, 78.48617, 78.524475, 77.828545, 81.73283, 76.0875]","[3.4366026, 4.058839, 5.2833815, 3.7135038, 3.9406648, 4.8482566, 3.731317, 4.226069, 4.014659]",0
440380.68987743714,4397471.935506506,"[20305, 20292, 20281, 20316, 20292, 20284, 20315, 20293, 20286]","[74.35775, 78.48617, 78.524475, 77.828545, 81.73283, 76.0875, 103.392494, 75.49983, 73.30076]","[3.7135038, 3.9406648, 4.8482566, 3.731317, 4.226069, 4.014659, 2.3178208, 4.28262, 3.7333667]",0
440381.1863886769,4397471.067476213,"[20305, 20292, 20281, 20316, 20292, 20284, 20315, 20293, 20286]","[74.35775, 78.48617, 78.524475, 77.828545, 81.73283, 76.0875, 103.392494, 75.49983, 73.30076]","[3.7135038, 3.9406648, 4.8482566, 3.731317, 4.226069, 4.014659, 2.3178208, 4.28262, 3.7333667]",0
440381.68289991666,4397470.199445921,"[20316, 20292, 20284, 20315, 20293, 20286, 20313, 20307, 20287]","[77.828545, 81.73283, 76.0875, 103.392494, 75.49983, 73.30076, 217.40536, 78.69007, 81.027374]","[3.731317, 4.226069, 4.014659, 2.3178208, 4.28262, 3.7333667, 1.5323635, 3.8287895, 4.125753]",0
440382.17941115645,4397469.331415628,"[20292, 20284, 20264, 20293, 20286, 20274, 20307, 20287, 20273]","[81.73283, 76.0875, 76.66721, 75.49983, 73.30076, 77.05737, 78.69007, 81.027374, 79.35434]","[4.226069, 4.014659, 6.3406954, 4.28262, 3.7333667, 5.894789, 3.8287895, 4.125753, 4.8346143]",0
440382.67592239624,4397468.463385335,"[20292, 20284, 20264, 20293, 20286, 20274, 20307, 20287, 20273]","[81.73283, 76.0875, 76.66721, 75.49983, 73.30076, 77.05737, 78.69007, 81.027374, 79.35434]","[4.226069, 4.014659, 6.3406954, 4.28262, 3.7333667, 5.894789, 3.8287895, 4.125753, 4.8346143]",0
440383.17243363603,4397467.595355043,"[20293, 20286, 20274, 20307, 20287, 20273, 20303, 20289, 20276]","[75.49983, 73.30076, 77.05737, 78.69007, 81.027374, 79.35434, 123.69007, 82.14669, 80.537674]","[4.28262, 3.7333667, 5.894789, 3.8287895, 4.125753, 4.8346143, 2.322784, 4.1858096, 4.3480916]",0
440383.66894487577,4397466.72732475,"[20293, 20286, 20274, 20307, 20287, 20273, 20303, 20289, 20276]","[75.49983, 73.30076, 77.05737, 78.69007, 81.027374, 79.35434, 123.69007, 82.14669, 80.537674]","[4.28262, 3.7333667, 5.894789, 3.8287895, 4.125753, 4.8346143, 2.322784, 4.1858096, 4.3480916]",0
440384.16545611556,4397465.859294457,"[20287, 20273, 20254, 20289, 20276, 20263, 20297, 20274, 20262]","[81.027374, 79.35434, 74.96674, 82.14669, 80.537674, 79.11447, 83.29016, 85.66769, 85.27201]","[4.125753, 4.8346143, 6.4612727, 4.1858096, 4.3480916, 5.6701155, 3.6727579, 4.7296743, 4.7679367]",0
440384.66196735535,4397464.991264165,"[20287, 20273, 20254, 20289, 20276, 20263, 20297, 20274, 20262]","[81.027374, 79.35434, 74.96674, 82.14669, 80.537674, 79.11447, 83.29016, 85.66769, 85.27201]","[4.125753, 4.8346143, 6.4612727, 4.1858096, 4.3480916, 5.6701155, 3.6727579, 4.7296743, 4.7679367]",0
440385.15847859514,4397464.1232338725,"[20289, 20276, 20263, 20297, 20274, 20262, 20297, 20278, 20261]","[82.14669, 80.537674, 79.11447, 83.29016, 85.66769, 85.27201, 114.0755, 76.75948, 78.023865]","[4.1858096, 4.3480916, 5.6701155, 3.6727579, 4.7296743, 4.7679367, 1.8427898, 4.9904804, 4.8206687]",0
440385.6549898349,4397463.2552035805,"[20289, 20276, 20263, 20297, 20274, 20262, 20297, 20278, 20261]","[82.14669, 80.537674, 79.11447, 83.29016, 85.66769, 85.27201, 114.0755, 76.75948, 78.023865]","[4.1858096, 4.3480916, 5.6701155, 3.6727579, 4.7296743, 4.7679367, 1.8427898, 4.9904804, 4.8206687]",0
