,0,1,2,3,4
0,-2.9450015657785182e-05,-2.3801125974736337e-05,-0.7394621899800107,-0.1981405803314833,0.12252564972967579
1,-2.6519050880317217e-05,-2.936585487624824e-05,0.015192398887075482,-0.5451549656631285,0.12106977843852978
2,-1.8079555645259344e-05,-2.3310521498718143e-05,0.180274275566778,-0.7973742565641273,0.11835822472581115
3,-2.2790657276530156e-05,-1.089036186319182e-05,-0.2238122558235754,0.3695296031766591,0.1222956299364656
4,-2.302281007513571e-05,-2.8027790208953408e-05,-0.8218247282030117,0.46709937614263675,0.12324110011459503
5,-1.837201238376526e-05,-1.4054579710030896e-05,-0.5608708084322344,0.3589231453692065,0.12236950348292662
6,-3.483956230865464e-05,-1.2029058892512306e-05,-0.5033269392937997,0.967626716272806,0.12234709940678634
7,-3.0049878736558802e-05,-1.9799763953255577e-05,-0.29203793272402556,-0.17829039585955528,0.12356874467217428
8,-1.5968686496647086e-05,-1.604037076196202e-05,-0.1702982451798792,-0.07403048467543911,0.1201494882051779
9,-2.1732453854270566e-05,-2.47632977265503e-05,-0.8257575257060448,-0.06908289854265348,0.12651393701821959
10,-2.3711671515851968e-05,-2.552220151149089e-05,-0.4173511199592603,-0.36537921186351235,0.11854611080289101
11,-2.0925878182474253e-05,-2.9284337463946418e-05,0.22463807374537387,0.739563072852689,0.1244720527735979
12,-2.0291862745466342e-05,-1.1263047869552125e-05,-0.20060337385010302,0.7979266035669307,0.12463566521645739
13,-2.1154425603057494e-05,-1.5796923059522558e-05,0.05832984899134909,-0.09759972293636714,0.11787831423790138
14,-1.901053013306363e-05,-2.161205584770928e-05,-0.3010972920154852,-0.8426229406061343,0.12356411122662417
15,-2.022746974212129e-05,-2.2939980169936316e-05,-0.40451392169684025,-0.3796658156826766,0.12383034875803339
16,-2.255226413498316e-05,-2.7876450417386543e-05,-0.2665473669565414,0.38793276667345483,0.12033179364917679
17,-2.314496281187497e-05,-3.0161173834957837e-05,0.15406624889383308,-0.9850460582855801,0.12296423905595665
18,-2.1630614262824218e-05,-3.856162642311322e-05,-0.597615614365687,0.265348131840564,0.12152727354939327
19,-2.587406346828502e-05,-1.9823948221016693e-05,0.06640651740029271,0.47857302691855746,0.12075067199021343
