,0,1,2
0,6.227188760980844e-07,-2.26962519520897e-06,0.12160233452797374
1,4.928413121955507e-07,-1.9509406651213907e-06,0.12122867411104385
2,4.211879275316479e-07,-1.279495878205475e-06,0.11862721161591219
3,5.317420170413185e-07,-2.676359152238979e-06,0.11865737953483121
4,7.145106580763695e-07,-1.757074529985916e-06,0.11933950945263656
5,5.535094500774553e-07,-2.3067284166684776e-06,0.12031611961122458
6,5.552402303825295e-07,-2.2353193257406394e-06,0.1226927242647258
7,1.9330696559817613e-07,-1.5528908804754438e-06,0.12285487419814103
8,4.6073740288364683e-07,-2.336105363853319e-06,0.12092351887485094
9,5.647941697010463e-07,-2.274104025088421e-06,0.12277586305257449
10,2.9250555782274025e-07,-1.6857732298102328e-06,0.11991837598263859
11,5.443645376071334e-07,-2.1770937658669e-06,0.12197262376423505
12,6.083940064485976e-07,-2.4262799221361328e-06,0.12044030756693175
13,2.192476132430584e-07,-1.6828419932347179e-06,0.12281119116287331
14,5.301008681328868e-07,-1.94530075337484e-06,0.12175670961410369
15,4.12352797499506e-07,-2.3952157406230155e-06,0.12572176211432762
16,6.01189400539929e-07,-2.2662641072363088e-06,0.11954514985470209
17,5.892112638404319e-07,-2.2588527396292166e-06,0.11842083927371384
18,4.535322383886647e-07,-1.500242805409614e-06,0.11913117508097452
19,5.397545732825076e-07,-2.2317885790850566e-06,0.11987986608059648
