,0,1,2,3,4
0,0.0021409349998103926,-9.252303573023151e-05,-0.006950445049536204,-0.7251796703693364,0.12185325386932765
1,0.001936950168179565,-0.00022773747661648108,-0.0053780410035938085,0.39172139861873995,0.12281495403102388
2,0.0015548892327738077,0.00012187560372754942,-0.007966295984496831,0.3802968041786576,0.12113686583233611
3,0.0012012885917019823,-5.487973305913507e-05,-0.00572616829249006,0.7108657154054635,0.12475789040383319
4,0.0026956009302161418,-0.00023088112406910945,-0.006687900413882585,-0.8368986755000609,0.12105335133546392
5,0.001997671095122365,-4.287037296664696e-05,-0.006357519111779151,0.44147759076513493,0.11819028076464055
6,0.001839681764407228,-0.0004513522901741956,-0.006905728069934764,-0.08554990469501883,0.12400927365634228
7,0.0030479690533787005,-0.0003974415677632867,-0.007166140751278786,-0.6911267072822727,0.12111599399744637
8,0.001729467195486061,-0.0002399535832775697,-0.007547841423951321,0.008658970889437269,0.11994204314209772
9,0.0018760331459670876,-0.00024559426811733706,-0.008166906361833837,0.39140221042357043,0.11947330215179551
10,0.0014786340224246734,-0.0001341370206624394,-0.004927570171458456,-0.8966329448679482,0.1218110654168025
11,0.0017721869761861662,-9.917808294791802e-05,-0.004499551425533066,0.07081184319436287,0.11823615850206913
12,0.002305478428225103,-0.00014172166700441463,-0.006462610039414271,0.0663499609757696,0.12220418554863244
13,0.002300692566002612,-7.921285220964424e-05,-0.008523357076757759,-0.24108397615522828,0.12006788787352178
14,0.0023960949299439704,-0.00020918458744528746,-0.0061013868141942046,0.31512665282219415,0.11914420841254561
15,0.001814465421527474,-3.3925482853732127e-06,-0.006478615152469233,0.11186806172675667,0.12196077229227133
16,0.0013179996399295645,-0.00016111816371643513,-0.008873738621283782,0.6145397183944751,0.12047486922263602
17,0.0018908571451251553,-0.00025531908732300386,-0.007910837960171512,-0.03395980027894858,0.11974286057837276
18,0.001965610191192538,-0.00024117590759442487,-0.00620976495694758,0.10669433348548239,0.11653588629212398
19,0.001311290391639394,-3.915279046666287e-05,-0.007654864274011201,-0.6327345423426788,0.11982632577260055
